Kanji°,WaniKani Level°,JLPT°,Joyo Grade¤,Main Freq Rank°,Main Freq Group°,Wiki Freq (2023)†,News Freq (2023)†
軸,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1261,Freq::F3,1285,1739
巡,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1262,Freq::F3,958,778
疲,WaniKani::L12,JLPT::N3,JoyoGrade::XX,1263,Freq::F3,1926,1704
稼,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1264,Freq::F3,1478,1657
瞬,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1265,Freq::F3,1524,1329
捨,WaniKani::L32,JLPT::N2,JoyoGrade::XX,1266,Freq::F3,1427,1618
皆,WaniKani::L13,JLPT::N3,JoyoGrade::XX,1267,Freq::F3,1528,1098
砲,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1268,Freq::F3,797,1175
軟,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1269,Freq::F3,1613,1686
噴,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1270,Freq::F3,1610,912
沈,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1271,Freq::F3,1261,1313
誇,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1272,Freq::F3,1515,1263
祥,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1273,Freq::F3,1327,1387
牲,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1274,Freq::F3,1700,1142
秩,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1275,Freq::F3,1666,1898
帝,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1276,Freq::F3,550,1295
宏,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1277,Freq::F3,1170,1304
唆,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1278,Freq::F3,1742,1315
鳴,WaniKani::L10,JLPT::N3,JoyoGrade::XX,1279,Freq::F3,1255,1253
阻,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1280,Freq::F3,1517,1540
泰,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1281,Freq::F3,1198,1219
賄,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1282,Freq::F3,2103,1584
撲,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1283,Freq::F3,1439,686
凍,WaniKani::L28,JLPT::N2,JoyoGrade::XX,1284,Freq::F3,1729,1140
堀,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1285,Freq::F3,1009,1032
腹,WaniKani::L27,JLPT::N3,JoyoGrade::XX,1286,Freq::F3,1337,1322
菊,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1287,Freq::F3,1139,1010
絞,WaniKani::L25,JLPT::N1,JoyoGrade::XX,1288,Freq::F3,1779,1354
乳,WaniKani::L23,JLPT::N2,JoyoGrade::XX,1289,Freq::F3,1143,1109
煙,WaniKani::L18,JLPT::N3,JoyoGrade::XX,1290,Freq::F3,1389,1068
縁,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1291,Freq::F3,1070,1438
唯,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1292,Freq::F3,1037,1473
膨,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1293,Freq::F3,1815,1736
矢,WaniKani::L03,JLPT::N1,JoyoGrade::XX,1294,Freq::F3,874,1275
耐,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1295,Freq::F3,1277,1216
恋,WaniKani::L17,JLPT::N2,JoyoGrade::XX,1296,Freq::F3,730,1400
塾,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1297,Freq::F3,1303,1330
漏,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1298,Freq::F3,1823,1023
紅,WaniKani::L34,JLPT::N2,JoyoGrade::XX,1299,Freq::F3,1134,1138
慶,WaniKani::L59,JLPT::N1,JoyoGrade::XX,1300,Freq::F3,912,1323
猛,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1301,Freq::F3,1609,790
芳,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1302,Freq::F3,1250,1450
懲,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1303,Freq::F3,1808,1001
郊,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1304,Freq::F3,1465,1367
剣,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1305,Freq::F3,918,1876
腰,WaniKani::L24,JLPT::N2,JoyoGrade::XX,1306,Freq::F3,1652,1612
炭,WaniKani::L41,JLPT::N2,JoyoGrade::XX,1307,Freq::F3,1245,1452
踊,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1308,Freq::F3,1364,1600
幌,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1309,Freq::F3,1112,814
彰,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1310,Freq::F3,1203,1108
棋,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1311,Freq::F3,1243,1466
丁,WaniKani::L02,JLPT::N1,JoyoGrade::XX,1312,Freq::F3,599,1282
冊,WaniKani::L19,JLPT::N2,JoyoGrade::XX,1313,Freq::F3,1305,1936
恒,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1314,Freq::F3,1339,1334
眠,WaniKani::L27,JLPT::N3,JoyoGrade::XX,1315,Freq::F3,1383,1442
揚,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1316,Freq::F3,1408,1451
冒,WaniKani::L16,JLPT::N1,JoyoGrade::XX,1317,Freq::F3,1172,1728
之,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1318,Freq::F3,559,1055
勇,WaniKani::L15,JLPT::N2,JoyoGrade::XX,1319,Freq::F3,1060,1287
曽,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1320,Freq::F3,1443,1529
械,WaniKani::L20,JLPT::N2,JoyoGrade::XX,1321,Freq::F3,1219,1644
倫,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1322,Freq::F3,1525,1211
陳,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1323,Freq::F3,1507,1381
憶,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1324,Freq::F3,1328,1662
怖,WaniKani::L29,JLPT::N3,JoyoGrade::XX,1325,Freq::F3,1483,1807
犬,WaniKani::L02,JLPT::N4,JoyoGrade::XX,1326,Freq::F3,1027,1426
菜,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1327,Freq::F3,1090,1769
耳,WaniKani::L04,JLPT::N3,JoyoGrade::XX,1328,Freq::F3,1471,1517
潜,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1329,Freq::F3,1064,1362
珍,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1330,Freq::F3,1447,1712
梨,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1331,Freq::F3,1083,1102
仁,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1332,Freq::F3,890,1096
克,WaniKani::L42,JLPT::N1,JoyoGrade::XX,1333,Freq::F3,1381,1373
岳,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1334,Freq::F3,1208,1145
概,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1335,Freq::F3,458,1284
拘,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1336,Freq::F3,1627,1054
墓,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1337,Freq::F3,1177,1767
黙,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1338,Freq::F3,1657,1547
須,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1339,Freq::F3,917,1251
偏,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1340,Freq::F3,1653,1716
雰,WaniKani::L14,JLPT::N1,JoyoGrade::XX,1341,Freq::F3,1779,1778
卵,WaniKani::L32,JLPT::N2,JoyoGrade::XX,1342,Freq::F3,1442,1933
遇,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1343,Freq::F3,1501,1681
湖,WaniKani::L35,JLPT::N2,JoyoGrade::XX,1344,Freq::F3,936,1078
諮,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1345,Freq::F3,2244,1750
狭,WaniKani::L24,JLPT::N1,JoyoGrade::XX,1346,Freq::F3,1299,1500
喫,WaniKani::L18,JLPT::N2,JoyoGrade::XX,1347,Freq::F3,1403,1224
卓,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1348,Freq::F3,1324,1461
干,WaniKani::L17,JLPT::N2,JoyoGrade::XX,1349,Freq::F3,1336,1439
頂,WaniKani::L51,JLPT::N3,JoyoGrade::XX,1350,Freq::F3,1302,1448
虫,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1351,Freq::F3,1114,1240
刷,WaniKani::L43,JLPT::N2,JoyoGrade::XX,1352,Freq::F3,1368,1377
亀,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1353,Freq::F3,1132,1134
糧,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1354,Freq::F3,1931,1520
梶,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1355,Freq::F3,1750,1853
湯,WaniKani::L12,JLPT::N2,JoyoGrade::XX,1356,Freq::F3,1077,1248
箱,WaniKani::L16,JLPT::N3,JoyoGrade::XX,1357,Freq::F3,1283,1100
簿,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1358,Freq::F3,1608,1197
炉,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1359,Freq::F3,1717,1934
牧,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1360,Freq::F3,991,783
殊,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1361,Freq::F3,1158,1515
殖,WaniKani::L40,JLPT::N1,JoyoGrade::XX,1362,Freq::F3,1411,1484
艦,WaniKani::L41,JLPT::N1,JoyoGrade::XX,1363,Freq::F3,395,1012
溶,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1364,Freq::F3,1399,1725
輩,WaniKani::L25,JLPT::N1,JoyoGrade::XX,1365,Freq::F3,1314,1650
穴,WaniKani::L04,JLPT::N1,JoyoGrade::XX,1366,Freq::F3,1307,1393
奇,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1367,Freq::F3,1066,1647
慢,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1368,Freq::F3,1661,1693
鶴,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1369,Freq::F3,982,1125
謀,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1370,Freq::F3,1253,1429
暖,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1371,Freq::F3,1783,1348
昌,WaniKani::L55,JLPT::N1,JoyoGrade::XX,1372,Freq::F3,1131,1335
拍,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1373,Freq::F3,1802,1562
朗,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1374,Freq::F3,1192,1372
丈,WaniKani::L15,JLPT::XX,JoyoGrade::XX,1375,Freq::F3,1487,1534
鉱,WaniKani::L41,JLPT::N2,JoyoGrade::XX,1376,Freq::F3,1223,1583
寛,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1377,Freq::F3,1092,1357
覆,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1378,Freq::F3,1475,1174
胞,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1379,Freq::F3,1065,1447
泣,WaniKani::L15,JLPT::N1,JoyoGrade::XX,1380,Freq::F3,1618,1574
涙,WaniKani::L35,JLPT::N2,JoyoGrade::XX,1381,Freq::F3,1568,1365
隔,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1382,Freq::F3,1367,1590
浄,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1383,Freq::F3,1355,1550
匹,WaniKani::L15,JLPT::N2,JoyoGrade::XX,1384,Freq::F3,1659,1717
没,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1385,Freq::F3,973,1231
暇,WaniKani::L27,JLPT::N1,JoyoGrade::XX,1386,Freq::F3,1957,2021
肺,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1387,Freq::F3,1787,957
孫,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1388,Freq::F3,998,1280
貞,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1389,Freq::F3,1187,1558
靖,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1390,Freq::F3,1621,975
鑑,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1391,Freq::F3,1046,1369
飼,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1392,Freq::F3,1344,1290
陰,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1393,Freq::F3,1242,1279
銘,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1394,Freq::F3,1451,1288
鋭,WaniKani::L40,JLPT::N2,JoyoGrade::XX,1395,Freq::F3,1682,2012
随,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1396,Freq::F3,1454,1735
烈,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1397,Freq::F3,1584,917
尋,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1398,Freq::F3,1333,1805
渕,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1399,Freq::F3,1847,1869
稿,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1400,Freq::F3,1206,1051
枝,WaniKani::L34,JLPT::N2,JoyoGrade::XX,1401,Freq::F3,1165,1258
丹,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1402,Freq::F3,1178,1193
啓,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1403,Freq::F3,1331,1572
也,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1404,Freq::F3,809,1004
丘,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1405,Freq::F3,980,1463
棟,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1406,Freq::F3,1335,988
壌,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1407,Freq::F3,1881,1782
漫,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1408,Freq::F3,778,972
玄,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1409,Freq::F3,1359,1557
粘,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1410,Freq::F3,1812,1905
悟,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1411,Freq::F3,1322,1675
舗,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1412,Freq::F3,1041,945
妊,WaniKani::L38,JLPT::N1,JoyoGrade::XX,1413,Freq::F3,1660,1345
塗,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1414,Freq::F3,1384,1544
熟,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1415,Freq::F3,1488,1935
軒,WaniKani::L35,JLPT::N2,JoyoGrade::XX,1416,Freq::F3,1583,1677
旭,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1417,Freq::F3,1290,1220
恩,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1418,Freq::F3,1463,1626
毒,WaniKani::L15,JLPT::N2,JoyoGrade::XX,1419,Freq::F3,1264,815
騰,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1420,Freq::F3,2147,1593
往,WaniKani::L26,JLPT::N1,JoyoGrade::XX,1421,Freq::F3,1258,1163
豆,WaniKani::L34,JLPT::N1,JoyoGrade::XX,1422,Freq::F3,1325,1047
遂,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1423,Freq::F3,1414,1060
晩,WaniKani::L15,JLPT::N3,JoyoGrade::XX,1424,Freq::F3,1508,1810
狂,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1425,Freq::F3,1445,1789
叫,WaniKani::L44,JLPT::N2,JoyoGrade::XX,1426,Freq::F3,1726,1690
栃,WaniKani::L55,JLPT::XX,JoyoGrade::XX,1427,Freq::F3,1353,1084
岐,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1428,Freq::F3,882,898
陛,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1429,Freq::F3,2303,1300
緯,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1430,Freq::F3,1275,928
培,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1431,Freq::F3,1462,1732
衰,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1432,Freq::F3,1593,1597
艇,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1433,Freq::F3,1241,1620
屈,WaniKani::L27,JLPT::N1,JoyoGrade::XX,1434,Freq::F3,1594,1685
径,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1435,Freq::F3,1351,1575
淡,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1436,Freq::F3,1497,1794
抽,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1437,Freq::F3,1640,1318
披,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1438,Freq::F3,1286,1578
廷,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1439,Freq::F3,1428,1170
錦,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1440,Freq::F3,1587,1483
准,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1441,Freq::F3,1628,1577
暑,WaniKani::L12,JLPT::N1,JoyoGrade::XX,1442,Freq::F3,2182,1278
拝,WaniKani::L34,JLPT::N2,JoyoGrade::XX,1443,Freq::F3,1373,970
磯,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1444,Freq::F3,1557,1800
奨,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1445,Freq::F3,1424,1407
妹,WaniKani::L06,JLPT::N4,JoyoGrade::XX,1446,Freq::F3,925,1268
浸,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1447,Freq::F3,1699,1349
剰,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1448,Freq::F3,1820,1804
胆,WaniKani::L59,JLPT::N1,JoyoGrade::XX,1449,Freq::F3,1913,1941
氷,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1450,Freq::F3,1276,1210
繊,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1451,Freq::F3,1737,1967
駒,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1452,Freq::F3,1246,943
乾,WaniKani::L29,JLPT::N2,JoyoGrade::XX,1453,Freq::F3,1492,1531
虚,WaniKani::L39,JLPT::N1,JoyoGrade::XX,1454,Freq::F3,1647,1165
棒,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1455,Freq::F3,1392,1673
寒,WaniKani::L12,JLPT::N3,JoyoGrade::XX,1456,Freq::F3,1531,1207
孜,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1457,Freq::F3,2640,2600
霊,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1458,Freq::F3,898,1524
帳,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1459,Freq::F3,1396,1457
悔,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1460,Freq::F3,1915,1537
諭,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1461,Freq::F3,1702,1194
祈,WaniKani::L21,JLPT::N2,JoyoGrade::XX,1462,Freq::F3,1626,1396
惨,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1463,Freq::F3,1824,1522
虐,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1464,Freq::F3,1571,1244
翻,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1465,Freq::F3,1235,1043
墜,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1466,Freq::F3,1644,845
沼,WaniKani::L28,JLPT::N1,JoyoGrade::XX,1467,Freq::F3,967,1385
据,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1468,Freq::F3,1976,1411
肥,WaniKani::L25,JLPT::N1,JoyoGrade::XX,1469,Freq::F3,1469,2034
徐,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1470,Freq::F3,1484,1554
糖,WaniKani::L33,JLPT::N1,JoyoGrade::XX,1471,Freq::F3,1536,1874
搭,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1472,Freq::F3,881,1121
姉,WaniKani::L06,JLPT::N4,JoyoGrade::XX,1473,Freq::F3,963,1130
髪,WaniKani::L44,JLPT::N3,JoyoGrade::XX,1474,Freq::F3,1135,1710
忙,WaniKani::L19,JLPT::N3,JoyoGrade::XX,1475,Freq::F3,2139,2127
盾,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1476,Freq::F3,1664,1997
脈,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1477,Freq::F3,1293,1608
滝,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1478,Freq::F3,1197,1485
拾,WaniKani::L11,JLPT::N2,JoyoGrade::XX,1479,Freq::F3,1790,1840
軌,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1480,Freq::F3,1117,1425
俵,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1481,Freq::F3,1971,1844
妨,WaniKani::L31,JLPT::N1,JoyoGrade::XX,1482,Freq::F3,1671,1118
盧,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1483,Freq::F3,2348,1762
粉,WaniKani::L31,JLPT::N2,JoyoGrade::XX,1484,Freq::F3,1540,1374
擦,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1485,Freq::F3,2019,2033
鯨,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1486,Freq::F3,2021,2627
漢,WaniKani::L10,JLPT::N4,JoyoGrade::XX,1487,Freq::F3,1028,951
糸,WaniKani::L04,JLPT::N2,JoyoGrade::XX,1488,Freq::F3,1321,1270
荘,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1489,Freq::F3,1315,1741
諾,WaniKani::L36,JLPT::N1,JoyoGrade::XX,1490,Freq::F3,1949,1604
雷,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1491,Freq::F3,1103,1340
漂,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1492,Freq::F3,1972,1427
懐,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1493,Freq::F3,1632,1707
勘,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1494,Freq::F3,1615,1676
綿,WaniKani::L46,JLPT::N2,JoyoGrade::XX,1495,Freq::F3,1759,1627
栽,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1496,Freq::F3,1576,1826
才,WaniKani::L02,JLPT::N3,JoyoGrade::XX,1497,Freq::F3,1127,1370
拐,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1498,Freq::F3,1918,1320
笠,WaniKani::L44,JLPT::XX,JoyoGrade::XX,1499,Freq::F3,1175,1133
駄,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1500,Freq::F3,1841,2035
添,WaniKani::L29,JLPT::N1,JoyoGrade::XX,1501,Freq::F4,1468,1154
汗,WaniKani::L26,JLPT::N2,JoyoGrade::XX,1502,Freq::F4,1983,2268
冠,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1503,Freq::F4,1159,1019
斜,WaniKani::L48,JLPT::N1,JoyoGrade::XX,1504,Freq::F4,1467,1486
銅,WaniKani::L35,JLPT::N2,JoyoGrade::XX,1505,Freq::F4,1304,1160
鏡,WaniKani::L13,JLPT::N1,JoyoGrade::XX,1506,Freq::F4,1168,1405
聡,WaniKani::L51,JLPT::N1,JoyoGrade::XX,1507,Freq::F4,1623,1621
浪,WaniKani::L59,JLPT::N1,JoyoGrade::XX,1508,Freq::F4,1265,1383
亜,WaniKani::L59,JLPT::N1,JoyoGrade::XX,1509,Freq::F4,923,1099
覧,WaniKani::L30,JLPT::N1,JoyoGrade::XX,1510,Freq::F4,368,867
詐,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1511,Freq::F4,1904,1217
壇,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1512,Freq::F4,1683,1787
勲,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1513,Freq::F4,1233,1546
魔,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1514,Freq::F4,474,1380
酬,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1515,Freq::F4,1871,1455
紫,WaniKani::L23,JLPT::N1,JoyoGrade::XX,1516,Freq::F4,1282,1469
湿,WaniKani::L45,JLPT::N2,JoyoGrade::XX,1517,Freq::F4,1696,1746
曙,WaniKani::L53,JLPT::N1,JoyoGrade::XX,1518,Freq::F4,2321,2861
紋,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1519,Freq::F4,1391,1521
卸,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1520,Freq::F4,2038,1645
奮,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1521,Freq::F4,1774,1827
趙,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1522,Freq::F4,1782,XXXX
欄,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1523,Freq::F4,1916,1599
逸,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1524,Freq::F4,1581,1833
涯,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1525,Freq::F4,1196,1783
拓,WaniKani::L49,JLPT::N1,JoyoGrade::XX,1526,Freq::F4,1119,1259
眼,WaniKani::L32,JLPT::N1,JoyoGrade::XX,1527,Freq::F4,1163,1695
瓶,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1528,Freq::F4,1764,1636
獄,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1529,Freq::F4,1295,2073
筑,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1530,Freq::F4,1278,1462
尚,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1531,Freq::F4,1202,1634
阜,WaniKani::L39,JLPT::XX,JoyoGrade::XX,1532,Freq::F4,1154,929
彫,WaniKani::L35,JLPT::N1,JoyoGrade::XX,1533,Freq::F4,1599,1749
咲,WaniKani::L48,JLPT::N2,JoyoGrade::XX,1534,Freq::F4,1237,1615
穏,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1535,Freq::F4,1803,1708
顕,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1536,Freq::F4,1369,1678
巧,WaniKani::L50,JLPT::N1,JoyoGrade::XX,1537,Freq::F4,1816,2234
矛,WaniKani::L45,JLPT::N1,JoyoGrade::XX,1538,Freq::F4,2010,2084
垣,WaniKani::L43,JLPT::N1,JoyoGrade::XX,1539,Freq::F4,1271,1017
召,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1540,Freq::F4,1496,1930
欺,WaniKani::L47,JLPT::N1,JoyoGrade::XX,1541,Freq::F4,1909,1319
釣,WaniKani::L44,JLPT::N1,JoyoGrade::XX,1542,Freq::F4,1588,1971
缶,WaniKani::L13,JLPT::N2,JoyoGrade::XX,1543,Freq::F4,1879,1589
萩,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1544,Freq::F4,1504,1539
粧,WaniKani::L47,JLPT::XX,JoyoGrade::XX,1545,Freq::F4,1881,2039
隻,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1546,Freq::F4,1363,1492
葛,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1547,Freq::F4,1432,1571
脂,WaniKani::L51,JLPT::N2,JoyoGrade::XX,1548,Freq::F4,1624,1872
粛,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1549,Freq::F4,1869,1179
栗,WaniKani::XX,JLPT::N1,JoyoGrade::XX,1550,Freq::F4,1239,1376
愚,WaniKani::L54,JLPT::N1,JoyoGrade::XX,1551,Freq::F4,1966,2290
蒸,WaniKani::L33,JLPT::N2,JoyoGrade::XX,1552,Freq::F4,1494,1835
嘉,WaniKani::L56,JLPT::N1,JoyoGrade::XX,1553,Freq::F4,1235,1395
遭,WaniKani::L52,JLPT::N1,JoyoGrade::XX,1554,Freq::F4,1482,1342
架,WaniKani::L46,JLPT::N1,JoyoGrade::XX,1555,Freq::F4,1101,1343
篠,WaniKani::XX,JLPT::XX,JoyoGrade::XX,1556,Freq::F4,1423,1332
鬼,WaniKani::L23,JLPT::N1,JoyoGrade::XX,1557,Freq::F4,1014,1444
